name,author,price,original price,pages,publisher,publish type,publish date,available numbers,detail_url,Category
['Oedipus the King'],"
Sophocles",8.14,9.59,259,['POCKET BOOKS (FOLGER)         '],Mass,01/07/2004,23,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781416500339,Drama
['Betrayal'],"
Pinter,Harold",21.08,24.84,115,['GROVE/ATLANTIC INC            '],Paperback,05/10/2010,8,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780571305483,Drama
['The Arden Shakespeare Complete Works'],"
Proudfoot,Richard",81.91,96.48,108,['PLUME                         '],Paperback,01/12/1990,78,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781408152010,Drama
['Mother Courage And Her Children'],"
Brecht,Bertolt",29.28,34.49,320,['PERFECTION LEARNING CORP      '],Paperback,01/09/2003,26,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780413492708,Drama
['Love and Information'],"
Churchill,Caryl",21.35,25.15,77,['W W NORTON & CO INC           '],Paperback,17/04/2002,14,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781559364409,Drama
['My Children! My Africa! (Tcg Edition)'],"
Fugard,Athol",20.08,23.66,112,['BACK BAY BOOKS                '],Paperback,10/09/2013,2,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781559360142,Drama
['The Ransom of Red Chief'],"
HenryO",4.88,5.75,112,['SAMUEL FRENCH TRADE           '],Paperback,16/02/2010,3540,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780895987556,Drama
['Dr. Faustus'],"
Marlowe,Christopher",4.93,5.81,138,['MARTIN E. SEGAL THEATRE CTR   '],Paperback,01/02/2008,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780486282084,Drama
"[""Sarah Kane: Complete Plays: Blasted; Phaedra's Love; Cleansed; Crave; 4.48 Psychosis; Skin""]","
Kane,Sarah",56.33,66.36,144,['BALLANTINE BOOKS              '],Paperback,04/11/2003,65,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780413742605,Drama
['Brightest Heaven of Invention: Christian Guide to Six Shakespeare Plays'],"
Leithart,Peter",34.71,40.89,320,['POCKET BOOKS (FOLGER)         '],Paperback,01/02/2005,70,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781885767233,Drama
['Measure for Measure'],"
Shakespeare,William",9.1,10.73,128,['THEATRE COMMUNICATIONS GROUP  '],Mass,23/10/2018,39,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780743484909,Drama
['Equus'],"
Shaffer,Peter",17.32,20.41,247,['SIMON & SCHUSTER              '],Paperback,15/06/2010,6,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780743287302,Drama
['Betrayal'],"
Pinter,Harold",22.8,26.86,144,['GROVE/ATLANTIC INC            '],Paperback,11/07/2017,81,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780802130808,Drama
['Photograph 51'],"
Ziegler,Anna",19.54,23.02,272,['WASHINGTON SQUARE             '],Paperback,01/08/2005,24,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781783199358,Drama
['Kiss of the Spider Woman and Two Other Plays'],"
Puig,Manuel",26.69,31.44,140,['LIGHTNING SOURCE INC          '],Paperback,18/01/2017,62,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780393311488,Drama
['The Garden Party: And Other Plays'],"
Havel,Vaclav",26.08,30.72,69,['MARTIN E. SEGAL THEATRE CTR   '],Paperback,01/05/2002,32,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780802133076,Drama
['Amadeus: A Play by Peter Shaffer'],"
Shaffer,Peter",24.38,28.72,376,['ARDEN SHAKESPEARE             '],Paperback,25/01/2018,28,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780060935498,Drama
['Cyrano de Bergerac'],"
Rostand,Edmond",6.07,7.16,260,['THEATRE COMMUNICATIONS GROUP  '],Paperback,19/03/2019,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780486411194,Drama
['Grief Lessons: Four Plays by Euripides'],"
Euripides",22.05,25.98,408,['ARDEN SHAKESPEARE             '],Paperback,23/04/2015,73,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781590172537,Drama
['Othello (Barnes & Noble Shakespeare)'],"
Shakespeare,William",18.59,21.9,96,['DOVER PUBN INC                '],Paperback,23/12/1993,145,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781411400399,Drama
"[""A Midsummer Night's Dream""]","
Shakespeare,William",16.29,19.19,128,['GROVE/ATLANTIC INC            '],Paperback,11/04/2017,222,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781501146213,Drama
['Four Major Plays: Volume 1'],"
Ibsen,Henrik",10.57,12.46,142,['OXFORD UNIV PR                '],Mass,01/04/2009,23,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780451530226,Drama
['Blood Wedding'],"
Hughes,Ted",13.68,16.12,239,['POCKET BOOKS (FOLGER)         '],Paperback,01/01/2004,306,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780571190065,Drama
['The Importance of Being Earnest (Wisehouse Classics Edition)'],"
Wilde,Oscar",8.32,9.81,85,['GROVE/ATLANTIC INC            '],Paperback,17/05/2011,256,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9789176372081,Drama
['The Flick (Tcg Edition)'],"
Baker,Annie",21.14,24.9,139,['PENGUIN GROUP                 '],Paperback,28/10/1976,102,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781559364584,Drama
['M. Butterfly: With an Afterword by the Playwright'],"
Hwang,DavidHenry",17.25,20.32,127,['OXFORD UNIV PR                '],Paperback,01/04/2009,25,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780452272590,Drama
['The Complete Works of William Shakespeare'],"
Shakespeare,William",66.04,77.79,218,['POCKET BOOKS (FOLGER)         '],Hardcover,01/07/2004,167,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781631060243,Drama
['The Lion in Winter: A Play'],"
Goldman,James",19.64,23.14,105,['NEW DIRECTIONS                '],Paperback,17/06/1999,33,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780812973358,Drama
"50 States, 5,000 Ideas: Where to Go, When to Go, What to See, What to Do","
NationalGeographic",38.97,52.03,288,NATL GEOGRAPHIC CHILDRENS     ,Paperback,07/02/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781426216909,Travel
Maui Revealed: The Ultimate Guidebook,"
Doughty,Andrew",27.02,36.08,316,WIZARD PUBN                   ,Paperback,15/02/2018,124,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780996131889,Travel
Atlas Obscura: An Explorer's Guide to the World's Hidden Wonders,"
Foer,Joshua",54.91,68.73,480,WORKMAN PUB CO                ,Hardcover,20/09/2016,154,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780761169086,Travel
Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,"
Jensen,Jamie",50.34,63.01,952,AVALON TRAVEL PUBL            ,Paperback,27/03/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781640493841,Travel
Lonely Planet Portugal,"
LonelyPlanet",36.22,48.37,544,LONELY PLANET PUB             ,Paperback,21/03/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781786573223,Travel
Walt Disney's Disneyland,"
Nichols,Chris",106.66,133.5,328,TASCHEN AMER LLC              ,Hardcover,24/09/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9783836563482,Travel
The Ultimate Kauai Guidebook: Kauai Revealed,"
Doughty,Andrew",26.41,35.27,280,WIZARD PUBN                   ,Paperback,01/01/2017,19,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780996131841,Travel
"Oahu Revealed: The Ultimate Guide to Honolulu, Waikiki & Beyond","
Doughty,Andrew",27.02,36.08,316,WIZARD PUBN                   ,Paperback,01/08/2018,479,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780996131865,Travel
The Next Exit 2019: USA Interstate Highway Exit Directory,"
Mark,Watson",27.58,36.83,500,NEXT EXIT INC                 ,Paperback,15/01/2019,1403,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780984692170,Travel
"Your Guide to the National Parks, 2nd Edition: The Complete Guide to All 59 National Parks","
Oswald,MichaelJoseph",38.18,50.98,704,STONE ROAD PR                 ,Paperback,01/01/2017,53,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781621280675,Travel
Lonely Planet Maui,"
LonelyPlanet",28.93,38.63,320,LONELY PLANET PUB             ,Paperback,19/09/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781786577047,Travel
Rick Steves Germany 2019,"
Steves,Rick",39.45,52.68,944,AVALON TRAVEL PUBL            ,Paperback,29/01/2019,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781631218309,Travel
Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,"
Adams,Mark",20.17,26.93,333,PLUME                         ,Paperback,24/04/2012,36,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780452297982,Travel
Living the RV Life: Your Ultimate Guide to Life on the Road,"
Bennett,Marc",37.42,49.96,256,ADAMS PUB                     ,Paperback,20/11/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781507208984,Travel
A Walk in the Woods: Rediscovering America on the Appalachian Trail,"
Bryson,Bill",19.79,26.43,304,BROADWAY BOOKS                ,Paperback,04/05/1999,15,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780767902526,Travel
Alaska by Cruise Ship: The Complete Guide to Cruising Alaska,"
Vipond,Anne",26.97,36.02,368,OCEAN CRUISE GUIDES LTD       ,Paperback,15/04/2017,314,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781927747155,Travel
Hawaii the Big Island Revealed: The Ultimate Guidebook,"
Doughty,Andrew",31.07,41.49,316,WIZARD PUBN                   ,Paperback,25/07/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780996131827,Travel
Rick Steves London 2019,"
Steves,Rick",26.79,35.77,614,AVALON TRAVEL PUBL            ,Paperback,04/09/2018,21,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781631218330,Travel
A Fine Romance: Falling in Love with the English Countryside,"
Branch,Susan",38.16,50.96,272,SPRING STREET PUB             ,Hardcover,30/06/2017,573,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780996044042,Travel
The Bucket List: 1000 Adventures Big & Small,"
Stathers,Kath",62.8,78.6,496,UNIVERSE BOOKS                ,Hardcover,04/04/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780789332691,Travel
"The New York Times: 36 Hours Europe, 2nd Edition","
Ireland,Barbara",69.79,87.35,288,NATL GEOGRAPHIC CHILDRENS     ,Paperback,07/02/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9783836540483,Travel
Chic Stays,"
Stevens,Melinda",144.58,180.96,316,WIZARD PUBN                   ,Hardcover,15/02/2018,124,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781614285373,Travel
Ibiza Bohemia,"
Boyd,Maya",146.08,182.83,480,WORKMAN PUB CO                ,Hardcover,20/09/2016,154,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781614285915,Travel
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,"
Pirsig,RobertM.",11.2,14.96,952,AVALON TRAVEL PUBL            ,Mass,27/03/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780060589462,Travel
Michelin Italy Map 735,"
Michelin",15.24,20.35,544,LONELY PLANET PUB             ,Folded,21/03/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9782067171466,Travel
My Twenty-Five Years in Provence: Reflections on Then and Now,"
Mayle,Peter",30.1,40.19,328,TASCHEN AMER LLC              ,Hardcover,24/09/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780451494528,Travel
"Michelin Portugal, Madeira Road and Tourist Map","
Michelin",17.52,23.4,280,WIZARD PUBN                   ,Folded,01/01/2017,19,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9782067171299,Travel
"1,000 Places to See in the United States and Canada Before You Die","
Schultz,Patricia",62.3,77.98,316,WIZARD PUBN                   ,Hardcover,01/08/2018,479,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780761189893,Travel
In Patagonia,"
Chatwin,Bruce",20.61,27.53,500,NEXT EXIT INC                 ,Paperback,15/01/2019,1403,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780142437193,Travel
Lonely Planet Caribbean Islands,"
LonelyPlanet",41.45,55.35,704,STONE ROAD PR                 ,Paperback,01/01/2017,53,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781786576507,Travel
The Monk of Mokha,"
Eggers,Dave",36.66,48.95,320,LONELY PLANET PUB             ,Hardcover,19/09/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781101947319,Travel
Moon USA National Parks: The Complete Guide to All 59 Parks,"
Lomax,Becky",39.71,53.03,944,AVALON TRAVEL PUBL            ,Paperback,29/01/2019,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781640492790,Travel
Frommer's Hawaii 2019,"
Cheng,Martha",34.87,46.56,333,PLUME                         ,Paperback,24/04/2012,36,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781628873900,Travel
"Our Towns: A 100,000-Mile Journey Into the Heart of America","
Fallows,James",38.28,51.11,256,ADAMS PUB                     ,Hardcover,20/11/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781101871843,Travel
Frommer's Easyguide to New York City 2019,"
Frommer,Pauline",24.75,33.05,304,BROADWAY BOOKS                ,Paperback,04/05/1999,15,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781628874266,Travel
Our National Parks,"
Muir,John",21.9,29.25,368,OCEAN CRUISE GUIDES LTD       ,Hardcover,15/04/2017,314,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781423650393,Travel
Dear Bob and Sue,"
Smith,Matt",21.21,28.32,316,WIZARD PUBN                   ,Paperback,25/07/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780985358150,Travel
"Northland: A 4,000-Mile Journey Along America's Forgotten Border","
Fox,Porter",34.26,45.75,614,AVALON TRAVEL PUBL            ,Hardcover,04/09/2018,21,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780393248852,Travel
Fodor's the Complete Guide to the National Parks of the West,"
Fodor'sTravelGuides",37.62,50.23,272,SPRING STREET PUB             ,Paperback,30/06/2017,573,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781640971264,Travel
Rick Steves Best of Italy,"
Steves,Rick",32.63,43.57,496,UNIVERSE BOOKS                ,Paperback,04/04/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781631218071,Travel
Seattle Now & Then,"
Dorpat,Paul",85.93,107.55,672,TASCHEN AMER LLC              ,Hardcover,14/10/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781933245539,Travel
2019 Collins Road Map Ireland,"
CollinsMaps",10.83,14.47,264,ASSOULINE                     ,Folded,01/11/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780008272722,Travel
On Trails: An Exploration,"
Moor,Robert",20.41,27.25,150,ASSOULINE                     ,Paperback,01/06/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781476739236,Travel
Easy to Fold: Southern California,"
RandMcNally",10.97,14.65,540,HARPER TORCH                  ,Folded,25/04/2006,293,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780528994975,Travel
Epic Hikes of the World,"
LonelyPlanet",54.18,67.81,1,MICHELIN TRAVEL PUBN          ,Hardcover,15/03/2018,11,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781787014176,Travel
My Bucketlist,"
Axel&.Ash",44.71,59.7,192,ALFRED A KNOPF                ,Hardcover,26/06/2018,18,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780987449313,Travel
DK Eyewitness Travel Guide Japan,"
DkTravel",35.62,47.56,1,MICHELIN TRAVEL PUBN          ,Paperback,15/09/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781465457196,Travel
Fodor's Chicago,"
Fodor'sTravelGuides",23.99,32.03,1200,WORKMAN PUB CO                ,Paperback,29/11/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781640971127,Travel
Lonely Planet's Best in Travel 2019,"
LonelyPlanet",24.82,33.14,204,PENGUIN GROUP                 ,Hardcover,25/03/2003,1,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781787017658,Travel
"100 Things to Do in Houston Before You Die, 2nd Edition","
Powell,WilliamDylan",19.68,26.28,896,LONELY PLANET PUB             ,Paperback,21/11/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781681061467,Travel
"Fodor's Washington, D.C.: With Mount Vernon, Alexandria & Annapolis","
Fodor'sTravelGuides",28.7,38.32,352,ALFRED A KNOPF                ,Paperback,30/01/2018,10,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781640971448,Travel
Travels with Charley: In Search of America,"
Steinbeck,John",15.9,21.23,700,AVALON TRAVEL PUBL            ,Paperback,16/10/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780140053203,Travel
Top 10 Singapore,"
DkTravel",17.32,23.13,640,FROMMERMEDIA LLC              ,Paperback,07/12/2018,20,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781465467829,Travel
"The New York Times: 36 Hours USA & Canada, 2nd Edition","
Ireland,Barbara",71.87,89.95,432,PANTHEON                      ,Paperback,08/05/2018,22,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9783836554893,Travel
The Wright Guide to Camping with the Corps of Engineers,"
Wright,Don",25.12,33.54,288,FROMMERMEDIA LLC              ,Paperback,23/10/2018,124,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780937877609,Travel
"Frommer's Easyguide to Washington, D.C. 2019","
Ford,EliseHartman",24.95,33.32,248,GIBBS SMITH PUB               ,Paperback,17/07/2018,45,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781628874327,Travel
"How to Live in a Van and Travel: Live Everywhere, Be Free and Have Adventures in a Campervan or Motorhome - Your Home on Wheels","
Hudson,Mike",26.78,35.76,322,LIGHTNING SOURCE INC          ,Paperback,01/11/2012,131,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780995705050,Travel
California Benchmark Road & Recreation Atlas,"
NationalGeographicMaps",32.87,43.89,272,W W NORTON & CO INC           ,Paperback,03/07/2018,16,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780929591490,Travel
The Travel Book: A Journey Through Every Country in the World,"
LonelyPlanet",88.36,110.59,880,FODORS                        ,Hardcover,02/04/2019,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781786571205,Travel
Fodor's New England: With the Best Fall Foliage Drives & Scenic Road Trips,"
Fodor'sTravelGuides",35.89,47.93,544,AVALON TRAVEL PUBL            ,Paperback,24/04/2018,20,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781640971240,Travel
Michelin Ireland Road and Tourist Map,"
Michelin",15.24,20.35,288,NATL GEOGRAPHIC CHILDRENS     ,Folded,07/02/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9782067170209,Travel
Fodor's Colorado,"
Fodor'sTravelGuides",25.2,33.65,316,WIZARD PUBN                   ,Paperback,15/02/2018,124,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781640971196,Travel
Hidden Mickeys Go to Sea: A Field Guide to the Disney Cruise Line's Best Kept Secrets,"
Barrett,StevenM.",13.24,17.69,480,WORKMAN PUB CO                ,Paperback,20/09/2016,154,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780692880456,Travel
Disneyland's Hidden Mickeys: A Field Guide to Disneyland Resort's Best Kept Secrets,"
Barrett,StevenM.",13.45,17.96,952,AVALON TRAVEL PUBL            ,Paperback,27/03/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780692882641,Travel
Birnbaum's 2018 Walt Disney World: The Official Guide,"
BirnbaumGuides",27.62,36.88,544,LONELY PLANET PUB             ,Paperback,21/03/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781484773789,Travel
No Reservations: Around the World on an Empty Stomach,"
Bourdain,Anthony",49.39,61.82,328,TASCHEN AMER LLC              ,Hardcover,24/09/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781596914476,Travel
"1,000 Places to See in the United States and Canada Before You Die","
Schultz,Patricia",48.61,60.85,280,WIZARD PUBN                   ,Paperback,01/01/2017,19,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780761189435,Travel
DK Eyewitness Travel Guide Seville and Andalucía,"
DkTravel",29.92,39.95,316,WIZARD PUBN                   ,Paperback,01/08/2018,479,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781465467997,Travel
"Streetwise Amsterdam Map - Laminated City Center Street Map of Amsterdam, Netherlands","
",9.14,12.21,500,NEXT EXIT INC                 ,Folded,15/01/2019,1403,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9782067229891,Travel
Insight Guides Arizona & the Grand Canyon,"
InsightGuides",35.09,46.86,704,STONE ROAD PR                 ,Paperback,01/01/2017,53,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781789197013,Travel
Birnbaum's 2019 Walt Disney World: The Official Guide,"
BirnbaumGuides",27.82,37.15,320,LONELY PLANET PUB             ,Paperback,19/09/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781368019330,Travel
Rick Steves Italy 2019,"
Steves,Rick",36.21,48.35,944,AVALON TRAVEL PUBL            ,Paperback,29/01/2019,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781631218323,Travel
Destinations of a Lifetime: 225 of the World's Most Amazing Places,"
NationalGeographic",63.7,79.73,333,PLUME                         ,Hardcover,24/04/2012,36,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781426215643,Travel
"Fodor's Maine, Vermont, & New Hampshire: With the Best Fall Foliage Drives & Scenic Road Trips","
Fodor'sTravelGuides",28.7,38.32,256,ADAMS PUB                     ,Paperback,20/11/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781640971349,Travel
"Frommer's Easyguide to Seattle, Portland and the Oregon Coast","
Olson,Donald",24.95,33.32,304,BROADWAY BOOKS                ,Paperback,04/05/1999,15,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781628873801,Travel
Costa Rica: The Complete Guide: Ecotourism in Costa Rica,"
Kaiser,James",31.93,42.64,368,OCEAN CRUISE GUIDES LTD       ,Paperback,15/04/2017,314,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781940754352,Travel
Wanderlust: A Hiker's Companion,"
Gestalten",86.72,108.54,316,WIZARD PUBN                   ,Hardcover,25/07/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9783899559019,Travel
Knopf Mapguides: Paris: The City in Section-By-Section Maps,"
KnopfGuides",16.94,22.63,614,AVALON TRAVEL PUBL            ,Paperback,04/09/2018,21,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780307263889,Travel
The Book of Everything: A Visual Guide to Travel and the World,"
LonelyPlanet",27.42,36.61,272,SPRING STREET PUB             ,Hardcover,30/06/2017,573,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781742209630,Travel
Birds of Florida Field Guide,"
Tekiela,Stan",19.45,25.98,496,UNIVERSE BOOKS                ,Paperback,04/04/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781591931058,Travel
DK Eyewitness Travel Guide Australia,"
DkTravel",49.37,61.79,672,TASCHEN AMER LLC              ,Paperback,14/10/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781465467935,Travel
South Africa Birds: A Folding Pocket Guide to Familiar Species,"
Kavanagh,James",11.43,15.27,264,ASSOULINE                     ,Paperback,01/11/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781583559864,Travel
The Monocle Travel Guide to Tokyo: The Monocle Travel Guide Series,"
Monocle",22.85,30.51,150,ASSOULINE                     ,Hardcover,01/06/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9783899555745,Travel
The Best American Travel Writing 2018,"
Strayed,Cheryl",20.23,27.02,540,HARPER TORCH                  ,Paperback,25/04/2006,293,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781328497697,Travel
Eat Like Walt: The Wonderful World of Disney Food,"
Smothers,MarcyCarriker",53.1,66.46,1,MICHELIN TRAVEL PUBN          ,Hardcover,15/03/2018,11,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781484782293,Travel
"A Complete Guide to the Grand Circle National Parks: Covering Zion, Bryce Canyon, Capitol Reef, Arches, Canyonlands, Mesa Verde, and Grand Canyon Nati","
Henze,Eric",26.95,35.99,192,ALFRED A KNOPF                ,Paperback,26/06/2018,18,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780997137088,Travel
"Michelin Spain: North, Basque Country, Navarra, La Rioja Map 573","
Michelin",14.02,18.72,1,MICHELIN TRAVEL PUBN          ,Folded,15/09/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9782067175143,Travel
"1,000 Places to See Before You Die: Revised Second Edition","
Schultz,Patricia",36.71,49.02,1200,WORKMAN PUB CO                ,Paperback,29/11/2016,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780761156864,Travel
"Ballparks: A Journey Through the Fields of the Past, Present, and Future","
Enders,Eric",48.04,60.13,204,PENGUIN GROUP                 ,Hardcover,25/03/2003,1,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780785836162,Travel
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,"
Potts,Rolf",20.22,27.0,896,LONELY PLANET PUB             ,Paperback,21/11/2017,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780812992182,Travel
Unofficial Guide to Walt Disney World 2019,"
Sehlinger,Bob",32.13,42.9,352,ALFRED A KNOPF                ,Paperback,30/01/2018,10,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781628090819,Travel
The Travel Book: A Journey Through Every Country in the World,"
LonelyPlanet",55.21,69.1,700,AVALON TRAVEL PUBL            ,Paperback,16/10/2018,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781787017634,Travel
"Wilderness, the Gateway to the Soul: Spiritual Enlightenment Through Wilderness","
Stillman,Scott",23.66,31.6,640,FROMMERMEDIA LLC              ,Paperback,07/12/2018,20,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781732352209,Travel
Epic Drives of the World,"
LonelyPlanet",54.39,68.08,432,PANTHEON                      ,Hardcover,08/05/2018,22,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781786578648,Travel
Lonely Planet Israel & the Palestinian Territories,"
LonelyPlanet",30.7,40.99,288,FROMMERMEDIA LLC              ,Paperback,23/10/2018,124,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781786570567,Travel
The World,"
LonelyPlanet",42.9,57.28,248,GIBBS SMITH PUB               ,Hardcover,17/07/2018,45,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781786576538,Travel
Rick Steves Paris 2019,"
Steves,Rick",27.39,36.58,322,LIGHTNING SOURCE INC          ,Paperback,01/11/2012,131,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781631218347,Travel
The Travel Atlas,"
LonelyPlanet",88.14,110.32,272,W W NORTON & CO INC           ,Hardcover,03/07/2018,16,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781787016965,Travel
Lonely Planet Mexico,"
LonelyPlanet",39.22,52.37,880,FODORS                        ,Paperback,02/04/2019,0,https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781786570802,Travel
